,Region,Gender,Family,Political,confidence_level,Religon,Nationity,Color,year,AgeGroup,Age,GP_Sources,GP_Sources_Level
6149,East_Midlands,Female,Married,Labour,For,No_religion,English,BLACK: of other origin,2017,26-45,28,19.743,0
6150,North_West,Male,Living_as_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,26-45,38,26.043,1
6151,Yorkshire_and_The_Humber,Female,Living_as_married,Conservative,Against,Other_Christian,English,ASIAN: of Pakistani origin,2017,46-65,50,23.191,1
6153,North_West,Female,Widowed,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,77,26.043,1
6155,Yorkshire_and_The_Humber,Female,Living_as_married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,48,23.191,1
6156,Yorkshire_and_The_Humber,Male,Living_as_married,Labour,For,Non_Christian,European,BLACK: of other origin,2017,46-65,47,23.191,1
6157,North_West,Male,Not_married,Conservative,For,No_religion,British,BLACK: of Caribbean origin,2017,46-65,52,26.043,1
6158,East_of_England,Female,Separated_after_marrying,None,Against,Roman_Catholic,English,BLACK: of other origin,2017,46-65,52,17.421,0
6159,South_East,Female,Married,None,Against,No_religion,English,BLACK: of other origin,2017,26-45,37,20.189,0
6160,East_of_England,Female,Married,Liberal_Democrat,Against,No_religion,British,BLACK: of other origin,2017,26-45,41,17.421,0
6161,East_Midlands,Female,Married,Liberal_Democrat,Neither,Other_Christian,British,BLACK: of other origin,2017,Above65,69,19.743,0
6162,Scotland,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,46-65,64,25.714,1
6163,East_of_England,Female,Separated_after_marrying,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,68,17.421,0
6165,South_West,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,26-45,44,17.358,0
6166,East_Midlands,Female,Married,Labour,Against,Roman_Catholic,British,BLACK: of other origin,2017,46-65,49,19.743,0
6167,West_Midlands,Female,Living_as_married,None,Against,Roman_Catholic,None,BLACK: of other origin,2017,26-45,34,22.182,0
6170,South_West,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,80,17.358,0
6171,North_West,Male,Married,None,Neither,No_religion,British,BLACK: of other origin,2017,46-65,52,26.043,1
6172,East_of_England,Female,Separated_after_marrying,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,78,17.421,0
6173,North_West,Female,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2017,46-65,47,26.043,1
6175,South_East,Male,Widowed,Liberal_Democrat,For,No_religion,English,BLACK: of other origin,2017,46-65,63,20.189,0
6176,South_West,Male,Separated_after_marrying,Labour,Neither,Roman_Catholic,Scottish,BLACK: of other origin,2017,46-65,50,17.358,0
6177,London,Male,Not_married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,46-65,51,21.669,0
6179,West_Midlands,Female,Separated_after_marrying,Liberal_Democrat,Against,Roman_Catholic,European,BLACK: of other origin,2017,26-45,40,22.182,0
6180,North_West,Male,Living_as_married,Labour,Neither,No_religion,Other,BLACK: of other origin,2017,26-45,35,26.043,1
6181,East_of_England,Female,Separated_after_marrying,Regional_Parties,For,Roman_Catholic,Other,BLACK: of other origin,2017,Above65,69,17.421,0
6182,Scotland,Male,Living_as_married,Regional_Parties,For,No_religion,Other,BLACK: of other origin,2017,18-25,25,25.714,1
6184,West_Midlands,Male,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,46-65,48,22.182,0
6185,London,Female,Widowed,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,90,21.669,0
6186,East_of_England,Male,Married,Regional_Parties,For,Other_Christian,British,BLACK: of other origin,2017,Above65,69,17.421,0
6187,North_West,Female,Widowed,Labour,Against,No_religion,British,BLACK: of other origin,2017,Above65,90,26.043,1
6188,South_West,Female,Widowed,Conservative,Against,Other_Christian,British,BLACK: of other origin,2017,Above65,77,17.358,0
6189,North_West,Female,Living_as_married,None,Against,Roman_Catholic,European,BLACK: of other origin,2017,18-25,25,26.043,1
6190,South_East,Female,Married,Regional_Parties,Against,No_religion,British,BLACK: of other origin,2017,46-65,56,20.189,0
6191,North_East,Female,Separated_after_marrying,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,72,27.374,1
6192,West_Midlands,Male,Widowed,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,81,22.182,0
6193,East_of_England,Female,Separated_after_marrying,None,For,Other_Christian,European,BLACK: of other origin,2017,26-45,45,17.421,0
6194,North_West,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,47,26.043,1
6195,North_West,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,79,26.043,1
6196,Scotland,Male,Married,Regional_Parties,Against,No_religion,Scottish,BLACK: of other origin,2017,26-45,27,25.714,1
6197,West_Midlands,Female,Married,Labour,Neither,Church_of_England,British,BLACK: of other origin,2017,46-65,53,22.182,0
6198,East_of_England,Male,Not_married,Other_Small_Parties,Against,No_religion,British,BLACK: of other origin,2017,46-65,58,17.421,0
6199,West_Midlands,Male,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,Above65,88,22.182,0
6200,Yorkshire_and_The_Humber,Female,Not_married,Labour,For,No_religion,English,BLACK: of other origin,2017,26-45,34,23.191,1
6202,East_Midlands,Male,Living_as_married,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,18-25,24,19.743,0
6203,North_East,Female,Widowed,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,69,27.374,1
6204,London,Male,Married,Labour,Neither,Other_Christian,British,BLACK: of African origin,2017,46-65,51,21.669,0
6205,West_Midlands,Male,Married,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,46-65,64,22.182,0
6206,South_East,Female,Not_married,Labour,Against,Other_Christian,English,BLACK: of African origin,2017,46-65,51,20.189,0
6207,West_Midlands,Female,Living_as_married,Labour,For,No_religion,English,BLACK: of other origin,2017,46-65,50,22.182,0
6209,West_Midlands,Female,Separated_after_marrying,Labour,For,Other_Christian,European,BLACK: of other origin,2017,Above65,68,22.182,0
6211,North_East,Female,Married,Labour,For,Roman_Catholic,English,BLACK: of other origin,2017,46-65,63,27.374,1
6212,East_Midlands,Female,Married,Labour,For,No_religion,British,BLACK: of Caribbean origin,2017,26-45,43,19.743,0
6213,North_West,Female,Not_married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,26-45,32,26.043,1
6214,West_Midlands,Female,Married,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,53,22.182,0
6218,West_Midlands,Female,Not_married,Conservative,Neither,Other_Christian,Other,BLACK: of African origin,2017,18-25,20,22.182,0
6219,South_East,Male,Living_as_married,Conservative,Against,Church_of_England,British,BLACK: of other origin,2017,46-65,62,20.189,0
6220,London,Male,Not_married,Labour,Neither,Non_Christian,British,BLACK: of Caribbean origin,2017,18-25,23,21.669,0
6222,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,40,23.191,1
6223,North_West,Male,Married,Labour,For,No_religion,English,BLACK: of other origin,2017,26-45,45,26.043,1
6224,South_East,Female,Married,Labour,Against,Other_Christian,British,ASIAN: of Indian origin,2017,26-45,32,20.189,0
6225,East_of_England,Female,Not_married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,71,17.421,0
6226,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,Neither,No_religion,British,BLACK: of other origin,2017,46-65,53,23.191,1
6227,South_East,Male,Living_as_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,60,20.189,0
6229,East_Midlands,Male,Widowed,Conservative,Against,No_religion,Scottish,BLACK: of other origin,2017,Above65,77,19.743,0
6230,North_East,Male,Living_as_married,Labour,For,No_religion,English,BLACK: of other origin,2017,26-45,30,27.374,1
6232,North_West,Female,Living_as_married,None,Against,Roman_Catholic,Other,BLACK: of other origin,2017,26-45,32,26.043,1
6233,East_of_England,Male,Living_as_married,Labour,Neither,Non_Christian,British,ASIAN: of Pakistani origin,2017,46-65,51,17.421,0
6236,South_East,Female,Not_married,None,For,No_religion,European,BLACK: of other origin,2017,46-65,64,20.189,0
6239,Yorkshire_and_The_Humber,Female,Married,Labour,Neither,No_religion,English,BLACK: of other origin,2017,46-65,56,23.191,1
6241,West_Midlands,Male,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,46-65,62,22.182,0
6243,South_West,Male,Married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,46-65,64,17.358,0
6244,South_East,Female,Married,Regional_Parties,For,Other_Christian,British,BLACK: of other origin,2017,26-45,40,20.189,0
6245,North_West,Female,Married,Conservative,For,No_religion,Scottish,BLACK: of other origin,2017,Above65,66,26.043,1
6249,London,Female,Not_married,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,Above65,66,21.669,0
6250,London,Male,Widowed,Conservative,Against,Other_Christian,English,BLACK: of other origin,2017,Above65,87,21.669,0
6251,South_East,Female,Not_married,None,Against,Other_Christian,British,BLACK: of African origin,2017,46-65,48,20.189,0
6255,South_West,Female,Widowed,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,79,17.358,0
6256,South_East,Female,Widowed,Labour,For,Other_Christian,English,BLACK: of other origin,2017,Above65,90,20.189,0
6258,South_West,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,58,17.358,0
6261,North_East,Female,Living_as_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,47,27.374,1
6262,North_West,Female,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,51,26.043,1
6263,West_Midlands,Male,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,33,22.182,0
6266,West_Midlands,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,18-25,18,22.182,0
6267,North_West,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,63,26.043,1
6268,South_West,Female,Separated_after_marrying,Liberal_Democrat,Against,Roman_Catholic,English,BLACK: of other origin,2017,46-65,60,17.358,0
6269,East_of_England,Male,Married,Labour,Neither,No_religion,British,BLACK: of African origin,2017,46-65,51,17.421,0
6271,West_Midlands,Female,Married,None,For,Non_Christian,Other,BLACK: of Caribbean origin,2017,26-45,32,22.182,0
6272,East_Midlands,Female,Not_married,Other_Small_Parties,Neither,No_religion,British,BLACK: of African origin,2017,26-45,43,19.743,0
6273,North_West,Female,Widowed,Labour,For,Church_of_England,British,BLACK: of other origin,2017,Above65,90,26.043,1
6274,South_West,Male,Living_as_married,None,For,Other_Christian,British,BLACK: of other origin,2017,26-45,36,17.358,0
6275,North_West,Female,Not_married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,18-25,18,26.043,1
6276,North_West,Male,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,42,26.043,1
6277,Wales,Female,Widowed,Conservative,Against,Church_of_England,British,BLACK: of other origin,2017,Above65,78,24.949,1
6278,West_Midlands,Female,Not_married,Labour,Against,Church_of_England,British,BLACK: of other origin,2017,26-45,38,22.182,0
6279,London,Female,Married,Liberal_Democrat,For,Other_Christian,Other,BLACK: of other origin,2017,26-45,42,21.669,0
6281,Scotland,Female,Married,Labour,For,Other_Christian,Scottish,BLACK: of other origin,2017,Above65,67,25.714,1
6282,South_West,Male,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,35,17.358,0
6283,North_West,Female,Not_married,Regional_Parties,Against,Roman_Catholic,English,BLACK: of other origin,2017,46-65,57,26.043,1
6285,South_East,Female,Separated_after_marrying,Labour,Against,No_religion,European,BLACK: of other origin,2017,46-65,52,20.189,0
6289,North_West,Male,Married,Labour,Against,Church_of_England,British,BLACK: of other origin,2017,46-65,64,26.043,1
6290,Wales,Male,Married,Conservative,Neither,Other_Christian,British,BLACK: of other origin,2017,46-65,58,24.949,1
6291,North_West,Female,Living_as_married,Labour,Neither,Roman_Catholic,English,BLACK: of other origin,2017,26-45,42,26.043,1
6292,North_East,Female,Widowed,Labour,Against,Other_Christian,British,BLACK: of other origin,2017,Above65,72,27.374,1
6293,North_West,Male,Not_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,55,26.043,1
6295,London,Male,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,33,21.669,0
6296,South_East,Female,Married,Conservative,Against,No_religion,English,BLACK: of other origin,2017,Above65,77,20.189,0
6297,West_Midlands,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,59,22.182,0
6298,Scotland,Male,Not_married,Labour,For,No_religion,Scottish,BLACK: of other origin,2017,Above65,66,25.714,1
6301,West_Midlands,Male,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,30,22.182,0
6302,North_East,Male,Married,Liberal_Democrat,For,Non_Christian,English,BLACK: of other origin,2017,46-65,61,27.374,1
6303,South_East,Male,Not_married,Labour,For,No_religion,Other,BLACK: of other origin,2017,18-25,20,20.189,0
6305,South_East,Male,Living_as_married,Conservative,Against,No_religion,English,BLACK: of other origin,2017,46-65,52,20.189,0
6306,North_West,Male,Married,Labour,For,No_religion,English,BLACK: of other origin,2017,26-45,34,26.043,1
6308,North_West,Male,Separated_after_marrying,None,Against,No_religion,English,BLACK: of other origin,2017,46-65,61,26.043,1
6309,East_of_England,Male,Not_married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,58,17.421,0
6311,West_Midlands,Female,Widowed,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,52,22.182,0
6312,East_of_England,Male,Married,Labour,Against,No_religion,Scottish,BLACK: of other origin,2017,26-45,33,17.421,0
6314,South_East,Male,Separated_after_marrying,Labour,For,No_religion,English,BLACK: of other origin,2017,46-65,63,20.189,0
6315,North_West,Female,Widowed,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,68,26.043,1
6316,East_Midlands,Male,Not_married,Conservative,For,Other_Christian,British,ASIAN: of Indian origin,2017,46-65,46,19.743,0
6317,South_East,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,46-65,63,20.189,0
6318,South_East,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,45,20.189,0
6319,London,Female,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,46-65,55,21.669,0
6320,South_West,Male,Married,None,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,64,17.358,0
6321,Yorkshire_and_The_Humber,Female,Living_as_married,Labour,For,No_religion,English,BLACK: of other origin,2017,18-25,25,23.191,1
6322,Scotland,Male,Not_married,Labour,For,Other_Christian,Scottish,BLACK: of other origin,2017,Above65,66,25.714,1
6323,South_West,Female,Married,None,For,No_religion,Other,BLACK: of other origin,2017,26-45,45,17.358,0
